PlayerVelocity,CurrentMood, Jumping, Sprinting, Health, PlayerLocationX, PlayerLocationY
1200.00,EAudioMood::Tense, 0, 1, 100.00, 2293.31, 183.64
1200.00,EAudioMood::Tense, 0, 1, 100.00, 514.73, 1466.91
600.00,EAudioMood::Calm, 0, 0, 100.00, 1039.24, 2722.62
653.06,EAudioMood::Calm, 1, 0, 100.00, 1992.23, 2006.92
787.72,EAudioMood::Tense, 0, 1, 100.00, 2390.50, 2035.18
1200.35,EAudioMood::Tense, 1, 1, 100.00, 816.55, 1930.45
1157.32,EAudioMood::Tense, 0, 1, 100.00, 1088.80, 216.39
1191.34,EAudioMood::Tense, 0, 1, 100.00, 2776.73, 1561.67
1261.32,EAudioMood::Tense, 1, 1, 100.00, 892.17, 2827.46
1200.00,EAudioMood::Tense, 0, 1, 100.00, 766.66, 680.29
600.00,EAudioMood::Calm, 0, 0, 100.00, 2667.15, 953.05
600.00,EAudioMood::Action, 0, 0, 100.00, 3583.38, 1358.23
256.67,EAudioMood::Action, 1, 0, 100.00, 3996.73, 1996.20
330.17,EAudioMood::Action, 1, 0, 100.00, 3996.73, 1996.20
346.50,EAudioMood::Action, 1, 0, 100.00, 3996.73, 1996.20
600.00,EAudioMood::Action, 0, 0, 100.00, 3907.45, 2580.90
1200.00,EAudioMood::Action, 0, 1, 100.00, 4246.39, 2328.50
1200.00,EAudioMood::Action, 0, 1, 100.00, 4633.70, 540.01
883.51,EAudioMood::Action, 1, 1, 100.00, 3932.72, 2171.09
1185.87,EAudioMood::Action, 1, 0, 100.00, 4179.54, 692.55
0.00,EAudioMood::Action, 0, 0, 100.00, 4277.91, 1118.67
600.00,EAudioMood::Action, 0, 0, 100.00, 4398.82, 1094.06
1200.00,EAudioMood::Tense, 0, 1, 100.00, 5445.21, 1431.65
1200.00,EAudioMood::Action, 0, 1, 100.00, 5017.38, 2734.28
1157.34,EAudioMood::Calm, 0, 1, 100.00, 5550.21, 469.12
1200.00,EAudioMood::Calm, 0, 1, 100.00, 5558.83, 2577.59
1234.56,EAudioMood::Calm, 1, 0, 100.00, 5507.24, 990.94
610.16,EAudioMood::Calm, 1, 0, 100.00, 5391.89, 1511.16
600.00,EAudioMood::Calm, 0, 0, 100.00, 5031.68, 2154.43
677.12,EAudioMood::Action, 1, 0, 100.00, 4351.14, 1286.32
600.00,EAudioMood::Calm, 0, 0, 100.00, 3251.15, 1697.39
1200.00,EAudioMood::Tense, 0, 1, 100.00, 1603.94, 2341.10
1159.64,EAudioMood::Tense, 1, 1, 80.00, 1175.79, 365.90
1229.99,EAudioMood::Tense, 1, 1, 80.00, 541.06, 1522.03
1244.59,EAudioMood::Tense, 1, 1, 80.00, 1601.38, 3227.96
1200.00,EAudioMood::Tense, 0, 1, 80.00, 2917.38, 1935.54
1088.22,EAudioMood::Tense, 1, 1, 80.00, 1826.32, 155.97
925.20,EAudioMood::Tense, 1, 1, 80.00, 175.47, 1169.18
1133.94,EAudioMood::Tense, 1, 1, 80.00, 802.60, 3076.49
1236.33,EAudioMood::Tense, 1, 1, 80.00, 2723.26, 2697.47
1200.00,EAudioMood::Tense, 0, 1, 80.00, 2728.51, 652.23
600.00,EAudioMood::Calm, 0, 0, 80.00, 1530.80, 393.94
1100.73,EAudioMood::Tense, 0, 1, 80.00, 511.73, 866.96
1200.35,EAudioMood::Tense, 1, 1, 80.00, 1033.50, 2976.23
1162.40,EAudioMood::Tense, 1, 1, 80.00, 2896.06, 2300.53
600.00,EAudioMood::Calm, 0, 0, 80.00, 2780.43, 931.27
1200.00,EAudioMood::Tense, 0, 1, 80.00, 1472.38, 434.00
1223.83,EAudioMood::Tense, 1, 1, 80.00, 527.74, 2109.88
1200.00,EAudioMood::Tense, 0, 1, 80.00, 2119.80, 3277.28
600.00,EAudioMood::Calm, 0, 0, 80.00, 3155.62, 2438.27
600.00,EAudioMood::Calm, 0, 0, 80.00, 2189.95, 1728.13
600.00,EAudioMood::Calm, 0, 0, 60.00, 1550.55, 751.36
1200.00,EAudioMood::Tense, 0, 1, 60.00, 367.25, 1323.88
666.16,EAudioMood::Tense, 1, 1, 60.00, 617.34, 3343.42
1207.61,EAudioMood::Tense, 1, 1, 60.00, 2819.87, 2892.45
1228.88,EAudioMood::Tense, 1, 1, 60.00, 2876.16, 1162.91
1200.00,EAudioMood::Tense, 0, 1, 60.00, 823.58, 259.83
1200.00,EAudioMood::Tense, 0, 1, 60.00, 282.95, 2357.91
1220.95,EAudioMood::Tense, 1, 1, 60.00, 1673.37, 2802.54
1194.82,EAudioMood::Tense, 1, 1, 60.00, 3185.39, 1140.13
1200.00,EAudioMood::Tense, 0, 1, 60.00, 2881.75, 2780.79
1203.72,EAudioMood::Tense, 1, 1, 60.00, 750.03, 2612.83
1201.53,EAudioMood::Tense, 1, 1, 60.00, 771.79, 554.40
1200.00,EAudioMood::Tense, 0, 1, 60.00, 2253.90, 1236.28
1256.39,EAudioMood::Calm, 1, 0, 60.00, 725.22, 2819.48
600.00,EAudioMood::Calm, 0, 0, 60.00, 1357.38, 2331.88
1200.00,EAudioMood::Tense, 0, 1, 60.00, 2799.54, 1444.60
600.00,EAudioMood::Action, 0, 0, 60.00, 3568.09, 846.41
600.00,EAudioMood::Action, 0, 0, 60.00, 3949.89, 1955.22
649.42,EAudioMood::Action, 1, 0, 60.00, 4183.47, 2923.60
600.00,EAudioMood::Action, 0, 0, 60.00, 4484.25, 2091.12
714.16,EAudioMood::Action, 1, 0, 60.00, 4277.85, 909.12
582.33,EAudioMood::Action, 0, 0, 60.00, 4132.37, 838.63
154.26,EAudioMood::Action, 0, 0, 60.00, 4380.56, 1962.87
364.07,EAudioMood::Action, 1, 0, 60.00, 4380.49, 1965.35
0.00,EAudioMood::Action, 0, 0, 60.00, 4380.49, 1965.35
241.51,EAudioMood::Action, 1, 0, 60.00, 4380.49, 1965.35
389.78,EAudioMood::Action, 1, 0, 60.00, 4380.49, 1965.35
600.00,EAudioMood::Action, 0, 0, 60.00, 3881.65, 1858.86
1200.00,EAudioMood::Tense, 0, 1, 60.00, 2234.49, 2081.40
1065.21,EAudioMood::Tense, 1, 1, 60.00, 230.85, 1172.81
600.00,EAudioMood::Calm, 0, 0, 60.00, 880.63, 551.78
600.00,EAudioMood::Action, 0, 0, 40.00, 1273.56, 1191.93
1200.00,EAudioMood::Action, 0, 1, 40.00, 308.53, 2368.60
1200.00,EAudioMood::Action, 0, 1, 40.00, 1043.02, 2809.40
1234.39,EAudioMood::Action, 1, 1, 40.00, 460.63, 729.22
1225.70,EAudioMood::Action, 1, 1, 40.00, 2090.29, 460.43
1202.04,EAudioMood::Action, 1, 1, 40.00, 814.43, 1611.82
1200.00,EAudioMood::Action, 0, 1, 40.00, 762.03, 2818.02
1200.00,EAudioMood::Action, 0, 1, 40.00, 720.63, 673.05
1223.83,EAudioMood::Action, 1, 1, 40.00, 1632.68, 1567.60
890.39,EAudioMood::Action, 0, 1, 40.00, 546.83, 2993.90
1200.00,EAudioMood::Action, 0, 1, 40.00, 2786.54, 2212.78
1200.00,EAudioMood::Action, 0, 1, 40.00, 3734.56, 1090.62
1244.59,EAudioMood::Action, 1, 1, 40.00, 4651.60, 1960.21
1204.38,EAudioMood::Action, 1, 1, 40.00, 4377.79, 1887.11
600.00,EAudioMood::Action, 0, 0, 40.00, 4388.43, 370.66
1200.00,EAudioMood::Action, 0, 1, 40.00, 5512.43, 893.14
854.01,EAudioMood::Action, 0, 1, 40.00, 5154.95, 2709.45
1079.03,EAudioMood::Action, 1, 1, 40.00, 5381.19, 1157.18
1054.07,EAudioMood::Action, 1, 1, 40.00, 5217.01, 2369.33
1200.00,EAudioMood::Action, 0, 1, 40.00, 4974.68, 739.73
600.00,EAudioMood::Action, 0, 0, 40.00, 4494.18, 2362.51
1200.00,EAudioMood::Action, 0, 1, 40.00, 4453.73, 1362.53
1190.74,EAudioMood::Action, 0, 1, 40.00, 5497.06, 2339.24
1244.59,EAudioMood::Action, 1, 1, 40.00, 3377.00, 1920.15
1200.00,EAudioMood::Action, 0, 1, 40.00, 1153.85, 2644.24
1200.00,EAudioMood::Action, 0, 1, 40.00, 524.37, 825.56
600.00,EAudioMood::Action, 0, 0, 20.00, 1540.07, 744.68
600.00,EAudioMood::Action, 0, 0, 20.00, 740.45, 454.82
600.00,EAudioMood::Action, 0, 0, 20.00, 420.75, 1037.50
926.82,EAudioMood::Action, 0, 1, 20.00, 562.15, 2889.59
1217.55,EAudioMood::Action, 1, 0, 20.00, 2157.49, 1221.33
1200.00,EAudioMood::Action, 0, 1, 20.00, 1207.23, 1170.05
1200.00,EAudioMood::Action, 0, 1, 20.00, 242.36, 1967.55
1215.34,EAudioMood::Action, 1, 1, 20.00, 1891.32, 2288.20
1202.04,EAudioMood::Action, 1, 1, 20.00, 3653.01, 1138.32
1200.00,EAudioMood::Action, 0, 1, 20.00, 4053.25, 2467.93
1261.32,EAudioMood::Action, 1, 1, 20.00, 5815.56, 2757.71
1200.00,EAudioMood::Action, 0, 1, 20.00, 5563.25, 1080.49
1200.00,EAudioMood::Action, 0, 1, 20.00, 5338.44, 2089.85
1200.00,EAudioMood::Action, 0, 1, 20.00, 4353.45, 849.46
1200.06,EAudioMood::Action, 1, 1, 20.00, 3979.03, 1347.30
1200.00,EAudioMood::Action, 0, 1, 20.00, 3522.60, 2455.63
1256.04,EAudioMood::Action, 1, 1, 20.00, 1315.54, 2902.77
1236.33,EAudioMood::Action, 1, 1, 20.00, 230.02, 1046.60
1218.04,EAudioMood::Action, 1, 1, 20.00, 1606.78, 270.12
1203.02,EAudioMood::Action, 1, 1, 20.00, 2257.91, 1895.34
801.27,EAudioMood::Action, 0, 1, 20.00, 514.93, 2306.37
1104.48,EAudioMood::Action, 0, 1, 20.00, 1616.90, 2713.50
0.00,EAudioMood::Calm, 0, 0, 100.00, 900.00, 850.00
600.00,EAudioMood::Calm, 0, 0, 100.00, 758.32, 1784.04
600.00,EAudioMood::Calm, 0, 0, 100.00, 629.62, 2770.40
1200.00,EAudioMood::Tense, 0, 1, 100.00, 2308.06, 2779.55
600.00,EAudioMood::Calm, 0, 0, 100.00, 2655.54, 768.45
606.18,EAudioMood::Calm, 1, 0, 100.00, 1582.07, 283.00
643.78,EAudioMood::Calm, 1, 0, 100.00, 662.75, 666.61
643.78,EAudioMood::Calm, 1, 0, 100.00, 953.23, 1802.21
690.00,EAudioMood::Calm, 1, 0, 100.00, 1548.33, 2830.23
682.17,EAudioMood::Calm, 1, 0, 100.00, 2652.68, 2788.99
640.45,EAudioMood::Calm, 1, 0, 100.00, 3134.99, 1757.03
590.88,EAudioMood::Calm, 1, 0, 100.00, 2918.77, 656.96
552.20,EAudioMood::Calm, 1, 0, 100.00, 1925.51, 393.94
646.78,EAudioMood::Calm, 1, 0, 80.00, 1416.83, 1425.22
514.18,EAudioMood::Calm, 0, 0, 80.00, 941.19, 2523.54
373.35,EAudioMood::Calm, 1, 0, 80.00, 1688.33, 2787.76
493.12,EAudioMood::Calm, 1, 0, 80.00, 1574.48, 2789.17
1183.78,EAudioMood::Tense, 0, 1, 80.00, 549.33, 2554.65
501.53,EAudioMood::Calm, 0, 0, 80.00, 548.95, 243.06
634.13,EAudioMood::Tense, 0, 1, 80.00, 1734.01, 354.92
1201.59,EAudioMood::Calm, 1, 0, 80.00, 2149.19, 1977.13
600.00,EAudioMood::Calm, 0, 0, 80.00, 1156.15, 1984.22
606.01,EAudioMood::Calm, 1, 0, 80.00, 994.86, 795.21
311.42,EAudioMood::Calm, 1, 0, 80.00, 646.38, 263.55
623.08,EAudioMood::Calm, 1, 0, 80.00, 411.99, 1286.01
605.07,EAudioMood::Calm, 1, 0, 80.00, 336.91, 2483.56
611.69,EAudioMood::Calm, 1, 0, 80.00, 1100.44, 3213.37
1219.26,EAudioMood::Tense, 1, 1, 80.00, 2714.20, 2424.04
600.00,EAudioMood::Calm, 0, 0, 80.00, 2272.19, 314.87
622.76,EAudioMood::Calm, 1, 0, 80.00, 1093.92, 343.71
662.61,EAudioMood::Calm, 1, 0, 80.00, 427.97, 1267.74
646.34,EAudioMood::Calm, 1, 0, 80.00, 224.69, 2438.46
714.16,EAudioMood::Calm, 1, 0, 80.00, 992.57, 3042.89
600.00,EAudioMood::Calm, 0, 0, 80.00, 2007.15, 2453.91
600.00,EAudioMood::Calm, 0, 0, 80.00, 2642.43, 1438.36
1200.00,EAudioMood::Action, 0, 1, 80.00, 4078.13, 1471.51
1200.00,EAudioMood::Action, 0, 1, 80.00, 4770.55, 2789.05
1200.00,EAudioMood::Action, 0, 1, 80.00, 4005.74, 626.06
1246.78,EAudioMood::Action, 1, 1, 80.00, 4703.60, 2110.67
982.48,EAudioMood::Action, 1, 1, 80.00, 4413.70, 2106.92
600.00,EAudioMood::Calm, 0, 0, 80.00, 5270.55, 634.77
1200.00,EAudioMood::Action, 0, 1, 80.00, 4170.57, 1199.81
600.00,EAudioMood::Calm, 0, 0, 80.00, 2417.32, 843.85
1200.00,EAudioMood::Tense, 0, 1, 60.00, 1133.98, 489.24
1232.50,EAudioMood::Tense, 1, 1, 60.00, 449.42, 1941.70
600.00,EAudioMood::Calm, 0, 0, 60.00, 1564.15, 2733.90
600.00,EAudioMood::Calm, 0, 0, 60.00, 1497.97, 2337.70
0.00,EAudioMood::Calm, 0, 0, 60.00, 1458.56, 2280.49
282.34,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
266.02,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
257.84,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
315.01,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
233.34,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
241.51,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
346.50,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
85.16,EAudioMood::Calm, 1, 0, 60.00, 1458.56, 2280.49
600.00,EAudioMood::Calm, 0, 0, 60.00, 1588.67, 2182.20
1200.00,EAudioMood::Tense, 0, 1, 60.00, 859.68, 1073.14
1258.83,EAudioMood::Tense, 1, 1, 60.00, 1362.35, 2121.85
1201.20,EAudioMood::Tense, 1, 1, 60.00, 2504.23, 1584.41
1200.00,EAudioMood::Tense, 0, 1, 60.00, 838.63, 458.32
1201.97,EAudioMood::Tense, 1, 1, 60.00, 667.60, 2692.28
1219.26,EAudioMood::Tense, 1, 1, 60.00, 2538.90, 2639.00
1200.00,EAudioMood::Tense, 0, 1, 60.00, 2642.95, 450.77
1200.00,EAudioMood::Tense, 0, 1, 60.00, 667.82, 813.70
600.00,EAudioMood::Calm, 0, 0, 60.00, 1430.17, 1781.70
1200.00,EAudioMood::Tense, 0, 1, 60.00, 3046.71, 1987.75
600.00,EAudioMood::Action, 0, 0, 60.00, 4166.72, 1016.71
649.87,EAudioMood::Action, 1, 0, 60.00, 4134.20, 2212.55
134.16,EAudioMood::Action, 1, 0, 60.00, 4189.72, 2940.69
126.00,EAudioMood::Action, 1, 0, 60.00, 4189.72, 2940.69
600.00,EAudioMood::Action, 0, 0, 60.00, 4228.10, 2684.65
1200.00,EAudioMood::Action, 0, 1, 60.00, 4236.13, 894.96
1200.00,EAudioMood::Action, 0, 1, 60.00, 3800.34, 2314.39
600.00,EAudioMood::Calm, 0, 0, 60.00, 5296.22, 2195.67
1200.00,EAudioMood::Tense, 0, 1, 60.00, 5484.46, 401.47
1200.00,EAudioMood::Tense, 0, 1, 60.00, 5604.57, 2530.28
1200.00,EAudioMood::Tense, 0, 1, 60.00, 5596.19, 1163.03
1200.00,EAudioMood::Action, 0, 1, 60.00, 4615.59, 2590.99
1200.00,EAudioMood::Action, 0, 1, 60.00, 4955.70, 1057.61
821.32,EAudioMood::Tense, 0, 1, 60.00, 5232.51, 2691.59
1200.00,EAudioMood::Tense, 0, 1, 60.00, 5593.07, 1080.74
1200.00,EAudioMood::Action, 0, 1, 60.00, 4362.62, 1142.27
1200.00,EAudioMood::Action, 0, 1, 60.00, 4520.15, 1589.88
600.00,EAudioMood::Action, 0, 0, 60.00, 4959.13, 2232.61
1200.00,EAudioMood::Action, 0, 1, 60.00, 4071.05, 1249.25
1263.86,EAudioMood::Calm, 1, 1, 60.00, 1888.16, 2015.01
1200.00,EAudioMood::Calm, 0, 1, 60.00, 622.70, 1912.48
600.00,EAudioMood::Calm, 0, 0, 60.00, 1816.69, 347.12
1200.00,EAudioMood::Tense, 0, 1, 60.00, 2376.74, 1880.19
1200.00,EAudioMood::Tense, 0, 1, 60.00, 1112.41, 1284.70
600.00,EAudioMood::Calm, 0, 0, 60.00, 244.19, 1401.87
1203.62,EAudioMood::Tense, 1, 1, 60.00, 1433.66, 3016.98
603.06,EAudioMood::Calm, 1, 0, 60.00, 1626.71, 2686.45
1200.00,EAudioMood::Tense, 0, 1, 60.00, 274.62, 1190.96
600.00,EAudioMood::Calm, 0, 0, 60.00, 1208.04, 388.62
499.52,EAudioMood::Action, 0, 0, 40.00, 1237.10, 1359.65
1200.00,EAudioMood::Action, 0, 1, 40.00, 406.56, 1762.58
1138.52,EAudioMood::Action, 1, 1, 40.00, 1669.84, 3290.08
1200.00,EAudioMood::Action, 0, 1, 40.00, 3131.68, 1926.96
22.83,EAudioMood::Action, 0, 0, 40.00, 2412.28, 1220.08
330.17,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
142.33,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
354.67,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
0.00,EAudioMood::Action, 0, 0, 40.00, 2412.28, 1220.08
0.00,EAudioMood::Action, 0, 0, 40.00, 2412.28, 1220.08
403.67,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
176.17,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
208.84,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
379.17,EAudioMood::Action, 1, 0, 40.00, 2412.28, 1220.08
526.35,EAudioMood::Action, 0, 0, 40.00, 2383.46, 1284.09
1200.00,EAudioMood::Action, 0, 1, 40.00, 1422.53, 2423.32
1200.00,EAudioMood::Action, 0, 1, 40.00, 343.46, 1045.03
600.00,EAudioMood::Action, 0, 0, 20.00, 1417.45, 908.05
1200.00,EAudioMood::Action, 0, 1, 20.00, 922.43, 1144.60
1249.35,EAudioMood::Action, 1, 1, 20.00, 242.72, 1815.14
870.12,EAudioMood::Action, 1, 1, 20.00, 1027.08, 3340.59
1229.13,EAudioMood::Action, 1, 1, 20.00, 2934.58, 2075.30
600.00,EAudioMood::Action, 0, 0, 20.00, 3025.81, 1031.10
0.00,EAudioMood::Action, 0, 0, 20.00, 2594.23, 1748.15
0.00,EAudioMood::Action, 0, 0, 20.00, 2594.23, 1748.15
0.00,EAudioMood::Action, 0, 0, 20.00, 2594.23, 1748.15
0.00,EAudioMood::Action, 0, 0, 20.00, 2594.23, 1748.15
225.17,EAudioMood::Action, 1, 0, 20.00, 2594.23, 1748.15
1200.00,EAudioMood::Action, 0, 1, 20.00, 1693.57, 1442.30
1200.00,EAudioMood::Action, 0, 1, 20.00, 660.27, 1443.20
1129.07,EAudioMood::Action, 0, 1, 20.00, 1100.47, 3029.78
1200.00,EAudioMood::Action, 0, 1, 20.00, 3483.99, 3091.25
1200.00,EAudioMood::Action, 0, 1, 20.00, 4335.87, 1540.98
1200.00,EAudioMood::Action, 0, 1, 20.00, 4346.43, 867.97
1077.87,EAudioMood::Action, 0, 1, 20.00, 4463.31, 2551.96
1200.00,EAudioMood::Action, 0, 1, 20.00, 5373.46, 1754.12
1200.00,EAudioMood::Action, 0, 1, 20.00, 5389.09, 1458.73
647.15,EAudioMood::Action, 0, 0, 20.00, 4250.38, 2404.22
1200.00,EAudioMood::Action, 0, 1, 20.00, 4693.81, 1199.96
1186.86,EAudioMood::Action, 0, 1, 20.00, 3903.57, 1757.07
600.00,EAudioMood::Action, 0, 0, 20.00, 4126.44, 2795.24
1200.00,EAudioMood::Action, 0, 1, 20.00, 4679.36, 1200.90
1220.94,EAudioMood::Action, 1, 0, 20.00, 4432.85, 1925.65
719.47,EAudioMood::Action, 0, 1, 20.00, 3544.36, 2518.83
1256.39,EAudioMood::Action, 1, 0, 20.00, 1257.30, 2946.88
701.78,EAudioMood::Action, 1, 0, 20.00, 654.50, 2003.27
653.06,EAudioMood::Action, 1, 0, 20.00, 1620.05, 2216.79
1200.00,EAudioMood::Action, 0, 1, 20.00, 2789.69, 2791.66
1269.08,EAudioMood::Action, 1, 1, 20.00, 2319.71, 452.17
1205.11,EAudioMood::Action, 1, 1, 20.00, 913.48, 1308.72
0.00,EAudioMood::Calm, 0, 0, 100.00, 900.00, 850.00
600.00,EAudioMood::Calm, 0, 0, 80.00, 1427.84, 929.05
600.00,EAudioMood::Calm, 0, 0, 80.00, 1379.79, 1854.61
257.84,EAudioMood::Calm, 1, 0, 80.00, 1911.75, 2288.55
0.00,EAudioMood::Calm, 0, 0, 80.00, 1911.75, 2288.55
362.83,EAudioMood::Calm, 1, 0, 80.00, 1911.75, 2288.55
207.66,EAudioMood::Calm, 1, 0, 80.00, 1911.75, 2288.55
60.66,EAudioMood::Calm, 1, 0, 80.00, 1911.75, 2288.55
143.50,EAudioMood::Calm, 1, 0, 80.00, 1911.75, 2288.55
404.85,EAudioMood::Calm, 1, 0, 80.00, 1911.75, 2288.55
600.00,EAudioMood::Calm, 0, 0, 100.00, 933.32, 1112.72
1200.00,EAudioMood::Tense, 0, 1, 100.00, 686.56, 2815.30
1200.00,EAudioMood::Tense, 0, 1, 100.00, 704.12, 858.57
1200.00,EAudioMood::Tense, 0, 1, 100.00, 2922.38, 517.22
600.00,EAudioMood::Calm, 0, 0, 100.00, 4060.03, 1934.95
1200.00,EAudioMood::Tense, 0, 1, 100.00, 4510.13, 2304.91
600.00,EAudioMood::Calm, 0, 0, 100.00, 4464.44, 927.32
0.00,EAudioMood::Calm, 0, 0, 100.00, 900.00, 850.00
600.00,EAudioMood::Calm, 0, 0, 100.00, 698.63, 1722.22
608.52,EAudioMood::Calm, 1, 0, 100.00, 597.37, 2746.07
600.01,EAudioMood::Calm, 1, 0, 100.00, 1709.85, 3010.51
603.18,EAudioMood::Calm, 1, 0, 100.00, 2610.20, 2375.32
600.01,EAudioMood::Calm, 1, 0, 100.00, 2798.30, 1201.87
604.92,EAudioMood::Calm, 1, 0, 100.00, 2200.01, 289.95
625.00,EAudioMood::Calm, 1, 0, 100.00, 1011.59, 279.82
606.01,EAudioMood::Calm, 1, 0, 100.00, 263.84, 1066.34
602.29,EAudioMood::Calm, 1, 0, 100.00, 303.57, 2244.73
604.07,EAudioMood::Calm, 1, 0, 100.00, 1105.68, 3056.03
608.72,EAudioMood::Calm, 1, 0, 100.00, 2004.03, 2485.15
602.40,EAudioMood::Calm, 1, 0, 100.00, 2390.08, 1350.50
1200.00,EAudioMood::Tense, 0, 1, 100.00, 1777.01, 1286.32
1200.00,EAudioMood::Tense, 0, 1, 100.00, 581.85, 1482.43
619.70,EAudioMood::Tense, 1, 1, 100.00, 1505.59, 2775.78
1212.69,EAudioMood::Tense, 1, 1, 100.00, 781.22, 1197.16
1200.00,EAudioMood::Tense, 0, 1, 100.00, 1750.92, 287.31
1260.96,EAudioMood::Tense, 1, 1, 100.00, 1102.85, 2168.04
1200.00,EAudioMood::Tense, 0, 1, 100.00, 1270.55, 2449.02
1200.00,EAudioMood::Action, 0, 1, 100.00, 3663.48, 2386.55
1200.00,EAudioMood::Action, 0, 1, 100.00, 3893.54, 572.62
1204.28,EAudioMood::Action, 1, 1, 100.00, 4113.52, 2367.39
938.89,EAudioMood::Action, 1, 1, 100.00, 4029.00, 2535.82
367.71,EAudioMood::Action, 0, 0, 100.00, 3707.14, 609.46
692.86,EAudioMood::Action, 1, 0, 100.00, 3932.76, 1749.04
608.28,EAudioMood::Action, 1, 0, 100.00, 4074.21, 2920.57
600.00,EAudioMood::Action, 0, 0, 100.00, 4531.93, 2579.79
603.18,EAudioMood::Action, 1, 0, 100.00, 4632.38, 1384.05
937.28,EAudioMood::Tense, 0, 1, 100.00, 5286.14, 1072.60
1200.00,EAudioMood::Tense, 0, 1, 100.00, 5588.43, 2743.91
562.70,EAudioMood::Calm, 0, 0, 100.00, 5554.38, 930.04
602.29,EAudioMood::Calm, 1, 0, 100.00, 5587.05, 1875.54
1012.04,EAudioMood::Tense, 0, 1, 100.00, 5566.58, 2481.66
1200.00,EAudioMood::Action, 0, 1, 100.00, 4734.33, 1822.63
1238.61,EAudioMood::Action, 1, 0, 100.00, 4209.28, 1094.97
1200.00,EAudioMood::Action, 0, 1, 100.00, 3834.82, 1245.49
1200.00,EAudioMood::Tense, 0, 1, 100.00, 3078.69, 2810.28
1200.00,EAudioMood::Tense, 0, 1, 100.00, 1008.08, 2556.20
1198.85,EAudioMood::Tense, 1, 1, 100.00, 263.33, 343.31
1206.09,EAudioMood::Tense, 1, 1, 100.00, 184.03, 1565.16
600.00,EAudioMood::Calm, 0, 0, 100.00, 1013.23, 2043.42
600.00,EAudioMood::Calm, 0, 0, 100.00, 1263.92, 954.12
600.00,EAudioMood::Calm, 0, 0, 80.00, 1281.50, 1357.16
1253.65,EAudioMood::Tense, 1, 1, 80.00, 265.71, 916.64
1200.00,EAudioMood::Tense, 0, 1, 80.00, 808.90, 3195.81
1200.00,EAudioMood::Tense, 0, 1, 80.00, 2962.62, 2799.79
1200.00,EAudioMood::Tense, 0, 1, 80.00, 2793.37, 525.27
1216.66,EAudioMood::Tense, 1, 1, 80.00, 412.72, 394.45
1200.00,EAudioMood::Tense, 0, 1, 80.00, 358.46, 2178.45
1201.20,EAudioMood::Tense, 1, 1, 80.00, 1644.66, 3277.27
1200.00,EAudioMood::Tense, 0, 1, 80.00, 3209.14, 2029.90
1200.00,EAudioMood::Tense, 0, 1, 80.00, 1985.15, 344.40
1219.46,EAudioMood::Tense, 1, 1, 80.00, 377.84, 1479.07
600.00,EAudioMood::Calm, 0, 0, 80.00, 666.12, 3013.93
600.00,EAudioMood::Calm, 0, 0, 80.00, 1696.36, 2406.37
625.33,EAudioMood::Calm, 1, 0, 80.00, 2647.24, 1674.73
578.73,EAudioMood::Calm, 1, 0, 80.00, 2356.77, 1845.21
718.62,EAudioMood::Calm, 1, 0, 80.00, 3118.59, 1934.10
600.00,EAudioMood::Action, 0, 0, 80.00, 3954.38, 2447.68
719.27,EAudioMood::Action, 1, 0, 80.00, 4593.21, 3087.99
646.78,EAudioMood::Action, 1, 0, 80.00, 4564.95, 1962.34
649.87,EAudioMood::Action, 1, 0, 80.00, 4196.47, 820.31
606.01,EAudioMood::Action, 1, 0, 80.00, 4645.54, 909.16
634.92,EAudioMood::Action, 1, 0, 80.00, 4103.79, 1979.65
688.82,EAudioMood::Action, 1, 0, 80.00, 4419.10, 2937.46
1200.00,EAudioMood::Tense, 0, 1, 80.00, 5475.72, 2857.83
697.82,EAudioMood::Tense, 0, 1, 80.00, 5650.43, 740.74
1256.39,EAudioMood::Calm, 1, 0, 80.00, 5205.65, 2778.23
600.00,EAudioMood::Action, 0, 0, 80.00, 4887.27, 2001.20
1201.53,EAudioMood::Action, 1, 1, 80.00, 4213.45, 1468.40
668.11,EAudioMood::Action, 0, 1, 80.00, 3502.54, 2542.02
1200.00,EAudioMood::Action, 0, 1, 80.00, 4400.12, 1121.85
1209.40,EAudioMood::Calm, 1, 0, 80.00, 2792.27, 2668.52
1200.00,EAudioMood::Tense, 0, 1, 80.00, 1207.93, 3094.99
1249.02,EAudioMood::Tense, 1, 1, 80.00, 704.20, 988.36
1220.94,EAudioMood::Tense, 1, 1, 80.00, 2243.14, 524.20
